id,word_representation,outwear,top,trousers,women dresses,women skirts
690,w254516 w356796 w191555 w270233 w82341 w245065 w247655 w270233 w186076 w382355 w84933 w500122 w261297 w247037 w342007 w141635 w234583 w85858 w36882,1,1,0,0,0
691,w195317 w127737 w8992 w173257 w273510 w392167 w34893 w117677 w121255 w193800 w392167 w266998 w194870 w192814 w133512 w310983 w1867 w120979,1,1,0,0,0
692,w195317 w256553 w87218 w70995 w286596 w276473 w133211 w92187 w70969 w217871 w392128 w66980 w202485 w10065 w247654 w500743 w15393,1,0,1,0,0
693,w218210 w295366 w21643 w34893 w337134 w134152 w181937 w207912 w94359 w280823 w250138 w311583 w144920 w172251 w105773 w194870 w253067 w206066 w282140 w47586 w33992,0,1,0,1,0
694,w194870 w83749 w256553 w37419 w286461 w270786 w5536 w94172 w331534 w138132 w75397 w121207 w314686,1,0,1,0,0
695,w34893 w44496 w171137 w332345 w48576 w292000 w305137 w384857 w47586 w235668 w240587 w305925 w207614 w386149 w20894 w255019 w127817 w276061 w197783 w193800 w36882,0,1,1,0,0
696,w142023 w356690 w186076 w309049 w6691 w275199 w374393 w286461 w385368 w255783 w392167 w186076 w5713 w195317 w356690 w186076 w286461 w197020 w234583 w85858 w136665 w103497 w241910,1,0,1,0,0
697,w173317 w39222 w207614 w553 w197783 w193800 w1867 w120979 w66980 w392147 w373260 w322219 w245476 w217871 w30555 w296675 w207614 w34893 w113598 w338587 w267311 w186076 w222433 w34893 w341569 w314886 w74667 w197783 w193800 w217131 w208888 w36882 w127064 w203588 w12685 w311583 w34893 w117031 w154207 w500369 w332345,0,1,1,0,0
698,w151648 w254516 w360226 w255783 w120979 w309353 w399113 w34893 w115724 w218102 w354002 w26791 w256897 w500012 w366647,0,1,1,0,0
699,w254516 w169896 w360226 w221983 w356796 w326106 w34893 w217578 w186076 w337250 w349078 w399365 w500013 w296780 w27377 w105389 w33992,0,1,0,0,1
700,w369717 w50316 w376233 w250138 w256905 w71369 w207614 w20434 w35857 w217871 w318036 w197783 w193800 w120979,0,1,0,1,0
701,w186494 w270233 w223897 w330842 w185379 w204762 w150363 w68396 w36882 w48576 w286596 w150404 w209018 w384021 w138132 w250138 w311583 w333524 w207614 w34893 w82341 w111498,0,1,0,1,0
702,w309353 w34893 w240587 w191292 w376233 w221983 w194870 w173688 w85858 w371646 w314686 w296767 w384530 w185379 w84933 w155411 w29880 w500001 w148650 w311583 w230522 w204540 w61795 w119162,0,0,1,0,1
703,w215152 w84933 w202485 w265058 w353549 w333968 w85858 w331534 w241910 w270233 w177420 w41327 w151648 w155034 w152735 w279541 w48576 w334524 w279522 w43233 w186076 w399290 w279437 w22966 w329599 w143710 w368487 w314686,0,0,1,0,0
704,w194870 w83749 w256553 w37419 w286461 w148641 w193800 w500460 w384021 w277040 w365489 w177163 w33992 w241910 w111248 w311583 w215985,0,1,1,0,0
705,w392147 w241910 w239661 w311583 w70440 w48576 w85032 w155034 w311583 w368487 w276473 w12685,0,0,1,0,0
706,w254516 w356796 w191555 w270233 w82341 w245065 w270233 w77504 w186076 w382355 w84933 w8992 w336329 w183833 w7643 w500083 w387205 w241910,0,0,1,0,0
707,w146650 w107481 w254429 w66980 w34893 w338587 w146650 w398736 w34893 w204762 w150363 w381605 w264611 w209018 w177163 w342007 w34893 w265058 w353549 w333968 w85858 w331534 w241910,1,0,1,0,0
708,w195317 w102200 w381413 w194870 w390515 w286461 w235089 w163007 w217871 w234583 w93366 w45765 w93366 w87179 w347032 w122531 w192814 w500103,1,0,1,0,0
709,w247655 w254429 w342153 w186076 w194870 w141327 w161948 w66980 w34893 w500502 w90437 w86601 w334615 w15393 w111248 w217871 w89538 w331474 w251263 w75397 w217871 w254429 w39294 w225739 w172013 w34893 w308584,1,0,0,0,0
710,w237465 w102200 w186076 w306817 w34893 w39218 w500249 w148641 w198528 w221983,0,0,0,0,1
711,w194870 w39947 w164832 w203992 w194870 w152498 w286461 w262773 w241148 w15393 w261130 w45374 w15393,1,0,0,0,0
712,w194870 w83749 w37419 w218713 w286461 w175602 w118125 w120979 w48776 w272605 w314686,0,1,1,0,0
713,w119784 w194870 w125704 w31180 w131051 w126729 w269012 w90685 w195317 w53573 w253354 w186076 w41128 w373517 w294269 w78494 w238644 w174897 w240625 w204762 w150363 w359330 w193067 w105773 w194870 w279541 w253067 w311583 w373517 w314861 w267098 w48776 w123298,1,0,1,0,0
714,w195317 w157577 w194870 w20160 w374393 w194870 w178656 w247655 w195317 w90685 w286461 w189406 w396039 w289496 w285689 w311583 w369717 w179270 w355829 w253354 w311583 w34893 w136665 w70167 w14876 w241910,1,0,1,0,0
715,w194870 w220342 w127737 w308610 w169256 w139689 w86601 w280823 w221983 w217871 w74572 w270788 w256757 w36882 w186076 w44158 w240313 w173137 w234583 w239430 w33992,0,1,0,0,1
716,w195317 w102200 w381413 w186076 w194870 w390515 w286461 w60859 w351789 w65018 w269106 w22890 w241910 w217871 w34893 w234583 w93366 w45765 w87179 w347032 w500005 w241910,0,0,1,0,0
717,w195317 w205904 w321998 w194870 w500052 w286461 w219120 w263923 w161247 w360424 w73217 w71240,1,0,1,0,0
718,w382355 w169896 w333227 w338587 w342007 w311583 w194870 w169704 w384086 w256214 w71240 w204762 w101681 w500092 w342465 w109047,1,0,1,0,0
719,w34893 w5797 w374393 w83112 w388086 w268930 w188064 w255783 w63426 w323852 w311583 w286596 w276473 w303707 w213347 w70969 w395855 w218713 w243012 w10271,0,1,1,0,0
720,w173430 w277040 w307868 w70969 w256905 w71369 w207614 w35857 w217871 w279437 w20894 w225739 w261532 w314686,0,0,1,0,0
721,w195317 w194130 w34893 w382355 w289496 w34234 w553 w33992 w391554 w195317 w239044 w311583 w34893 w29380 w384021 w34234 w111939 w277002 w66769 w325608,1,1,1,0,0
722,w112319 w66980 w194870 w167930 w260687 w195815 w500107 w39222 w207614 w194870 w316201 w20297 w87218 w82341 w374393 w34893 w301071 w272605 w195698 w294820 w33992 w34893 w386149 w23582 w332827 w12685,0,1,1,0,0
723,w34893 w5797 w374393 w286461 w280631 w198528 w19390 w111939 w239044 w180930 w500005 w241910 w395855 w218713 w194870 w10271,1,0,1,0,0
724,w186494 w223897 w330842 w185379 w116919 w148641 w198528 w250138 w34893 w286596 w261297 w336335 w207614 w82341 w111498 w279389,1,0,0,1,0
725,w392692 w194870 w267098 w276473 w69002 w314686 w173688 w326545 w385368 w255783 w362009 w80855 w204762 w362007 w197783,0,0,1,0,0
726,w155918 w105773 w500031 w285847 w66980 w84933 w500032 w127737 w194870 w500033 w187485 w133005 w333524 w145907 w230409 w282136 w314231 w105773 w309486 w63426 w115724 w75397,1,1,0,0,0
727,w195317 w102200 w381413 w186076 w194870 w390515 w286461 w500368 w394746 w138132 w163007 w217871 w34893 w93366 w45765 w93366 w87179 w347032 w116919 w319927 w347032 w92187 w70969,1,0,1,0,0
728,w194870 w39947 w164832 w203992 w105773 w194870 w152498 w337551 w286297 w276473 w217871 w188324 w250138 w277040 w365489 w376233 w221983,0,0,0,1,1
729,w254516 w169896 w148641 w193800 w276473 w217871 w188324 w250138 w311583 w194870 w206066 w222897 w78586 w191644 w376233 w221983 w341569 w24349 w277040 w280823 w221983,0,0,0,1,1
730,w159784 w78540 w60883 w250138 w239332 w264542 w240587 w194870 w294269 w69057 w374393 w106327 w261113 w374393 w247655 w204698 w34893 w253845 w20297 w386149 w70969,0,0,1,1,0
731,w194870 w393987 w39222 w174897 w195317 w271715 w286461 w82341 w89538 w314886 w68193 w366000 w283741 w178656 w15393 w127064 w203588 w12685 w275199 w111248 w261801 w392147 w256214 w384021 w1867 w120979 w322219 w195317 w357832 w66980 w194870 w189105,1,1,0,0,0
732,w194000 w382355 w173688 w399554 w242257 w241910 w311583 w164528 w234583 w155034 w311583 w204762 w150422 w266998 w500384 w36882 w236725 w207614 w34893 w751 w20297 w204762 w150363 w272605 w366139,1,1,1,0,0
733,w261113 w500157 w322359 w186648 w250138 w33587 w343216 w116919 w333024 w323852 w311583 w390708 w334392 w365489 w5328 w311583 w383674 w215985,0,1,0,1,0
734,w155034 w182887 w500548 w241910 w392147 w186076 w240587 w334524 w207614 w317619 w112319 w165609 w366481 w59869 w193067 w186076 w148781,0,0,1,0,0
735,w167111 w189406 w279437 w194870 w351537 w111248 w173257 w350923 w280823 w221983 w150520 w59496 w34893 w189307 w352013 w144920 w26335 w138132 w91800 w314686,0,0,1,0,1
736,w158995 w127737 w34893 w223408 w273956 w384021 w385368 w255783 w500187 w250138 w19617 w34893 w111248 w188324 w241910 w194870 w12216,0,0,1,1,0
737,w173317 w39222 w207614 w553 w272812 w294820 w33992 w66980 w392147 w373260 w322219 w245476 w52265 w217871 w30555 w296675 w207614 w34893 w338587 w267311 w186076 w222433 w34893 w341569 w59869 w500564 w115771 w366139 w342007 w311583 w34893 w7678 w198528 w234583 w113935 w241910,1,1,1,0,0
738,w69002 w309016 w246106 w33992 w239661 w311583 w48576 w85032 w155034 w311583 w265585 w331806 w27432 w500056 w312941,0,1,1,0,0
739,w135270 w217871 w198315 w254516 w186648 w233699 w70856 w33992 w20297 w56311 w34893 w81629 w345945 w155657 w204762 w112319 w500062 w338476 w75409 w159965 w105389,0,1,1,0,0
740,w247655 w292000 w254429 w342153 w186076 w141327 w161948 w66980 w34893 w206066 w162443 w230612 w264060 w295346 w263923 w314686 w500148 w500339 w217871 w39294 w225739 w172013 w34893 w308584,0,0,1,0,0
741,w186457 w373517 w294269 w209913 w24292 w66980 w195317 w127737 w34893 w111248 w500256 w207476 w375088 w6645 w202665 w86171 w257789 w272539 w197783 w33992 w241910 w302513 w217871 w317814 w107897 w500009,1,0,1,0,0
742,w279522 w352852 w277627 w77842 w194870 w293558 w53573 w253354 w225739 w194870 w371196 w182664 w335583 w218713 w286461 w90437 w86601 w174229 w241910 w372149 w390708 w241910,0,0,1,0,0
743,w194870 w220342 w308610 w127711 w258396 w161756 w33471 w373574 w85856 w221983 w217871 w388086 w268930 w188324 w138132 w376233 w221983 w186076 w44158 w240313 w374967 w358149 w333652 w162756 w342007,1,0,0,0,1
744,w155034 w256553 w104709 w384021 w216543 w47586 w250138 w186076 w240587 w334524 w207614 w335793 w390708 w75959 w12685 w186076 w148781,0,0,1,1,0
745,w167111 w189406 w279437 w194870 w351537 w24656 w120979 w250138 w150520 w59496 w189307 w352013 w144920 w187552 w135270 w372093 w351537 w185078 w36882,0,1,0,1,0
746,w372212 w186076 w282945 w391575 w380881 w66980 w218049 w61358 w29840 w118125 w120979 w162041 w95327 w173688 w94172 w247466,1,1,0,0,0
747,w279289 w41024 w389319 w186076 w392173 w286596 w276473 w115004 w322224 w70969 w233042 w337250 w302106 w215985 w378972 w101837 w9692 w358149 w333652 w15393,1,0,1,0,0
748,w127737 w93366 w230346 w323671 w500353 w137804 w279750 w500344 w294820 w33992 w500354 w96683 w15393 w282225 w115114 w130532,1,1,0,0,0
749,w350483 w37419 w358253 w162965 w286461 w108832 w92187 w241910 w34893 w118355 w751 w332345,0,0,1,0,0
750,w105773 w342728 w292536 w321998 w250138 w8992 w311583 w293859 w217871 w186076 w368487 w500434 w69002 w250138 w311583 w225739 w114635,0,0,0,1,0
751,w500068 w269165 w262082 w273956 w105615 w18470 w500392 w276577 w94172 w121255 w193800 w120979 w9585 w241910,0,1,1,0,0
752,w194870 w217871 w360297 w301260 w184319 w121255 w193800 w319927 w162756 w15393 w218713 w225739 w250693 w91672 w84391 w318673 w290970 w334993 w385368 w255783 w333024 w366139 w241910,1,0,1,0,0
753,w151648 w34893 w315990 w196564 w380494 w104397 w221983 w194870 w500385 w198823 w123298 w217871 w296767 w384530 w185379 w84933 w29880 w500001 w148650 w311583 w230522 w204540 w61795 w119162,1,0,0,0,1
754,w158995 w241780 w332305 w127737 w34893 w234583 w85858 w181937 w323852 w111248 w186076 w34893 w111248 w114514 w320917 w186648 w33992 w105773 w194870,0,1,0,0,0
755,w247655 w270233 w261113 w18470 w337250 w366000 w378735 w500012 w200253 w327385 w29840 w171593 w185078 w1867 w120979 w66980 w111248 w241180 w54702 w368487 w12685,0,1,1,0,0
756,w53495 w306061 w372126 w47982 w66980 w189406 w71392 w217871 w127234 w261297 w135270 w26335 w74232 w123298 w34893 w173688 w399554 w126631 w119716 w314686 w111248 w103141 w105773 w318673 w45021 w380347,1,0,1,0,0
757,w325666 w61795 w342153 w90685 w66980 w254516 w240313 w257531 w111248 w164005 w105918 w295639 w369717 w250138,0,0,0,1,0
758,w66980 w165326 w305137 w289829 w134152 w158353 w232277 w96683 w15393 w256905 w158103 w247655 w270233 w398645 w381413 w194870 w119631 w126631 w119716 w12685 w311583 w390708 w244632 w217871 w187972 w240587 w379800,1,0,1,0,0
759,w333524 w116919 w221983 w254429 w366000 w217871 w147343 w289496 w32497 w358149 w280384 w225739 w292000 w101837 w500004 w209018 w384021 w239430 w333524 w250138,0,0,0,1,1
760,w237465 w334211 w66980 w254516 w223059 w111411 w145451 w104397 w221983,0,0,0,0,1
761,w186457 w373517 w294269 w209913 w24292 w66980 w224831 w127737 w34893 w111248 w317619 w112319 w165609 w29840 w12175 w225279 w273391 w109047 w312941 w188751 w121255 w193800 w138576,1,0,1,0,0
762,w373517 w500078 w20297 w34893 w39218 w394246 w10271 w314686 w217871 w89538 w320917 w135431 w171593 w332345,0,0,1,0,0
763,w29880 w500010 w219120 w194870 w81584 w256214 w384021 w71240 w155034 w254429 w42500 w97583 w194870 w20297 w311583 w189406 w369089 w371640 w382355 w374393 w91406 w342532 w198528 w145907 w33992,1,1,0,0,0
764,w155034 w182887 w158353 w500004 w256214 w384021 w75397 w186076 w240587 w334524 w207614 w19390 w104555 w111939 w186076 w148781,1,0,0,0,0
765,w133277 w361433 w90685 w500037 w150404 w250138 w311583 w24656 w256214 w384021 w286596 w276473 w1867 w120979 w228759 w99802,0,1,0,1,0
766,w371640 w217871 w360297 w301260 w383674 w390708 w250138 w218713 w225739 w250693 w91672 w84391 w318673 w290970 w334993 w305185 w241910,0,0,1,1,0
767,w195317 w256553 w286461 w25738 w213446 w392167 w66980 w194870 w13069 w251935 w185379 w34893 w111248 w246841 w169339 w15393,1,0,0,0,0
768,w195317 w256553 w286461 w69002 w309016 w58038 w177163 w33992 w66980 w194870 w13069 w42169 w251935 w185379 w34893 w77504 w88895 w15393,1,1,0,0,0
769,w195317 w194130 w382355 w374393 w261297 w386149 w241910 w311583 w390708 w391554 w195317 w239044 w34893 w111248 w315535 w380494 w27713 w195698 w293013 w218049 w294820 w33992,0,1,1,0,0
770,w500068 w269165 w262082 w18470 w34893 w7718 w247699 w282225 w188064 w236725 w238507 w197783 w193800 w36882 w313054 w324593 w74232 w392167,1,1,0,0,0
771,w195317 w157577 w20160 w374393 w194870 w178656 w247655 w195317 w146990 w90685 w286461 w189406 w396039 w289496 w202951 w395130 w165609 w197783 w355829 w253354 w311583 w34893 w10065 w332827 w305244 w197783 w193800 w120979,0,1,1,0,0
772,w270233 w187972 w240587 w34504 w186076 w289586 w381553 w162965 w66980 w194870 w5260 w93366 w195317 w254429 w34893 w87179 w39218 w267845 w214801 w1867 w120979 w311583 w127234 w378116 w201479 w99560 w234775 w71240,1,1,0,0,0
773,w398645 w225739 w301260 w180930 w69002 w75397 w97882 w74386 w69002 w380494 w15393 w311583 w160701 w61358 w322219 w139689 w24134 w195698 w115724 w376672 w218102 w193067,1,0,1,0,0
774,w194870 w39947 w203992 w105773 w194870 w152498 w286461 w173688 w85858 w34893 w171137 w280823 w221983 w311583 w225970 w71958 w390708 w292536 w321998 w34234 w294820 w33992,0,1,0,0,1
775,w364852 w84933 w152440 w133512 w327517 w197145 w234517 w136665 w366139 w241910 w111248 w270233 w239332 w239332 w264542 w245977 w81482 w12216 w309016 w185790 w36882,0,1,1,0,0
776,w256826 w294195 w34893 w751 w66217 w128268 w62255 w360226 w376233 w221983 w284440 w33499 w241910,0,0,1,0,1
777,w500016 w171593 w342007 w256905 w220790 w233042 w207614 w20894 w247655 w500010 w136109 w142806 w173688 w73998 w26335 w74232 w392167,1,0,0,0,0
778,w318673 w7718 w127476 w198315 w197783 w193800 w36882 w301033 w194870 w20160 w374393 w194870 w223736 w237465 w302460 w186076 w151648 w115549 w213509 w500047 w85858 w241910 w311583 w234583 w186076 w358094 w86534,0,1,1,0,0
779,w371004 w500024 w144920 w172251 w393660 w34234 w163007 w370005 w217871 w114650 w343216 w10836 w342007,1,0,0,0,0
780,w342153 w277040 w365489 w333024 w250138 w29840 w91800 w314686 w237465 w256553 w218713 w194870 w115114 w186457 w107942,0,0,1,1,0
781,w195317 w356690 w186076 w185000 w300670 w156065 w259734 w120979 w253354 w500621 w63426 w242257 w314686,0,1,1,0,0
782,w158995 w241780 w332305 w127737 w223408 w27377 w115724 w250138 w186076 w34893 w111248 w273807 w332827 w276473 w12685 w105773 w12216,0,0,1,1,0
783,w500068 w269165 w262082 w18470 w34893 w330249 w120979 w286596 w276473 w2470 w92187 w314686,0,1,1,0,0
784,w194870 w236280 w256905 w66217 w207614 w172013 w169548 w195815 w256553 w218713 w286461 w89538 w48776 w171593 w207269 w241910 w111248 w263923 w70969 w279289 w378979 w335583 w66217 w207614 w194870 w189105 w384336,0,0,1,0,0
785,w198565 w331192 w336335 w500009 w42169 w377964 w311583 w121802 w322219 w139689 w24134 w205991 w135270 w247466,1,0,0,0,0
786,w292000 w69057 w233699 w338476 w80220 w193800 w276473 w188324 w250138 w207614 w255050 w254429 w233042 w311583 w358077 w386524 w217871 w388660 w321998 w334456,0,1,0,1,0
787,w34893 w5797 w374393 w286461 w91800 w314686 w311583 w93366 w112319 w165609 w317619 w61795 w66980 w177163 w109047 w395855 w218713 w194870 w10271,0,0,1,0,0
788,w195317 w374666 w194870 w167540 w388071 w126394 w225739 w34893 w111248 w194870 w368487 w81482 w12685 w217871 w51013 w310983 w197783 w193800 w118125 w120979 w391554 w125056 w42589 w162965,0,1,1,0,0
789,w133277 w361433 w90685 w151014 w193800 w277040 w365489 w246106 w250138 w311583 w159743 w385820 w376233 w221983 w228759 w99802,0,0,0,1,1
790,w372212 w127707 w186076 w391575 w380881 w66980 w115724 w9692 w1867 w120979 w388086 w268930 w115549 w213509 w76913 w276703 w314686,0,1,1,0,0
791,w374768 w194870 w376644 w241910 w143460 w12685 w173688 w85858 w286596 w8066 w311583 w12685,0,0,1,0,0
792,w309353 w151648 w34893 w171137 w221983 w311583 w164528 w234583 w194870 w204762 w500710 w48776 w15393 w217871 w296767 w384530 w84933 w155411 w29880 w500001 w148650 w311583 w230522 w204540 w61795 w119162,1,0,0,0,1
793,w282945 w66980 w165326 w305137 w289829 w378972 w320917 w358149 w333652 w69002 w386370 w158103 w247655 w270233 w398645 w381413 w194870 w119631 w358149 w309016 w319711 w380494 w15393 w217871 w187972 w240587 w221682 w379800,1,0,0,0,0
794,w237465 w102200 w186076 w306817 w286461 w34893 w142655 w47586 w120979 w250138 w311583 w164528 w234583,0,0,0,1,0
795,w338587 w69002 w378798 w123298 w254429 w366000 w217871 w147343 w34893 w289496 w32497 w358149 w280384 w225739 w101837 w386149 w121255 w193800 w71240,1,0,0,0,0
796,w195317 w236352 w186076 w151648 w311583 w34893 w340323 w211003 w134784 w366139 w115724 w342007 w286596 w386149 w337551 w322224 w500461,1,0,0,0,0
797,w220579 w270233 w244717 w391470 w382355 w34893 w306346 w138576 w217871 w267864 w380494 w15393 w311583 w380494 w376672 w85858 w286596 w122531 w12685 w34893 w257959 w235151 w152575 w20297,1,0,1,0,0
798,w29880 w500010 w219120 w194870 w204762 w101681 w314861 w194870 w398740 w36882 w155034 w254429 w42500 w186076 w97583 w194870 w20297 w189406 w369089 w371640 w382355 w374393 w48776 w259930 w386524 w364496,0,1,1,0,0
799,w305957 w254429 w215751 w155034 w287643 w45765 w128292 w359340 w111411 w111248 w89767 w15393 w239044 w107401 w94486 w320917 w181642 w336335 w500009,1,0,0,0,0
800,w42169 w194870 w94172 w225739 w392147 w63556 w121255 w263923 w314686 w254429 w306830 w34893 w346100 w225739 w194870 w289829 w373432 w223408 w380494 w359445 w255783 w500091,1,0,1,0,0
801,w111248 w177163 w296034 w26335 w74232 w392167 w311583 w29840 w339655 w209018 w384021 w1867 w120979 w217871 w343753 w225739 w34893 w382355 w374393,1,1,0,0,0
802,w500068 w269165 w262082 w18470 w34893 w197783 w193800 w225970 w71958 w70856 w376233 w250138 w149875 w309676 w248538 w376233 w221983,0,0,0,1,1
803,w334904 w225739 w204762 w150363 w66769 w236919 w314686 w217871 w7718 w48776 w296967 w314686 w217871 w230409 w500012 w186457 w155034 w236731 w378209 w377703 w286596 w276473 w322224 w392167,1,0,1,0,0
804,w282945 w66980 w305137 w289829 w134152 w162756 w255783 w115724 w241910 w256905 w158103 w247655 w270233 w398645 w381413 w194870 w119631 w204762 w311859 w180377 w115724 w36882 w217871 w187972 w240587 w221682 w379800,0,1,1,0,0
805,w194870 w39947 w164832 w203992 w105773 w194870 w286461 w230203 w238935 w42402 w185790 w36882 w158353 w320917 w256214 w384021 w75397,1,1,0,0,0
806,w195317 w356690 w186076 w185000 w194870 w300670 w342532 w70856 w354002 w253354 w500067 w84184 w1867 w322396,0,1,1,0,0
807,w279289 w378979 w41024 w389319 w392173 w267098 w276473 w303894 w385834 w133070 w241910 w311583 w337250 w302106 w215985 w382662 w553 w27013 w7643 w177163 w111939,1,0,1,0,0
808,w500042 w358562 w194870 w221366 w26509 w66980 w34893 w116919 w381553 w376233 w221983 w88687 w204762 w500279 w15393 w204762 w101681,1,0,0,0,1
809,w383444 w161756 w225970 w9426 w320917 w177163 w1867 w120979 w239661 w311583 w70440 w48576 w85032 w155034 w311583 w272812 w166786 w322532 w230612 w4564 w109047,0,1,1,0,0
810,w162834 w232128 w293558 w119442 w128268 w62255 w360226 w376233 w221983 w34893 w227000 w379924 w12685,0,0,1,0,1
811,w29880 w500010 w219120 w279437 w312941 w319927 w26335 w74232 w392167 w155034 w254429 w186076 w97583 w194870 w20297 w311583 w189406 w369089 w371640 w382355 w374393 w141635 w286596 w331536 w349239 w120979,1,1,0,0,0
812,w195317 w381413 w186076 w194870 w390515 w286461 w101837 w133157 w282514 w15393 w217871 w34893 w234583 w93366 w45765 w93366 w347032 w332219 w337551 w157128 w111939,1,0,0,0,0
813,w127737 w7718 w373075 w131051 w386984 w294820 w33992 w261297 w380494 w239430 w333524 w221983 w282225 w29880 w130532,0,1,0,0,1
814,w254516 w82660 w193800 w376233 w250138 w50563 w311583 w380347 w22590 w217871 w34893 w322775 w62255 w197783 w193800 w225970 w71958 w70856 w376233 w250138,0,0,0,1,0
815,w146650 w107481 w342153 w66980 w34893 w338587 w146650 w398736 w34893 w181937 w279437 w194870 w351537 w48776 w250138 w34893 w198149 w193067,0,0,1,1,0
816,w232128 w293558 w119442 w151648 w94207 w230612 w221983 w34893 w204762 w101681 w500316 w198149 w36882,0,1,0,0,1
817,w194870 w256905 w66217 w207614 w172013 w169548 w195815 w256553 w37419 w218713 w286461 w89538 w368663 w39138 w335577 w398740 w13046 w15393 w217871 w111248 w188082 w241910 w378979 w335583 w66217 w207614 w194870 w189105 w384336 w236835,1,0,1,0,0
818,w373517 w347736 w256905 w66217 w186076 w185000 w162965 w34893 w39082 w204762 w180377 w115724 w294820 w217871 w126631 w119716 w314686 w207614 w373517 w325106 w119344 w218102 w500030 w70969,0,1,1,0,0
819,w173688 w399554 w380494 w221983 w19283 w302297 w207614 w293558 w16587 w113361 w204762 w101681 w332005 w256214 w71240,1,0,0,0,1
820,w254516 w12410 w333024 w186648 w500187 w250138 w356796 w326106 w34893 w217578 w186076 w337250 w349078 w197783 w193800 w305244 w120979,0,1,0,1,0
821,w342153 w116919 w85858 w280823 w250138 w382662 w12873 w127234 w356634 w22890 w336842 w33992 w237465 w256553 w218713 w243012 w194870 w186457 w107942,0,1,0,1,0
822,w135270 w217871 w198315 w254516 w277040 w333024 w82660 w198528 w221983 w20297 w239332 w56311 w81629 w345945 w155657 w104709 w384021 w165492 w356891 w250138,0,0,0,1,1
823,w186494 w270233 w330842 w185379 w116919 w293859 w198528 w70856 w280823 w221983 w34893 w286596 w60715 w101837 w303836 w284602 w142746 w241910 w207614 w34893 w111498 w279389,0,0,1,0,1
824,w195317 w157577 w194870 w20160 w374393 w194870 w178656 w247655 w195317 w146990 w90685 w286461 w189406 w289496 w310549 w338587 w33841 w36882 w355829 w253354 w311583 w34893 w284733 w198528 w272605 w50316 w33992,0,1,0,0,0
825,w29880 w500010 w219120 w194870 w394302 w197783 w193800 w368487 w54702 w282514 w118125 w155034 w254429 w42500 w186076 w97583 w194870 w20297 w311583 w189406 w369089 w371640 w374393 w368487 w92187 w70969,0,1,1,0,0
826,w195317 w194130 w34893 w382355 w374393 w331534 w121255 w193800 w336335 w391554 w195317 w239044 w311583 w34893 w111248 w315535 w173688 w85858 w181937 w241910 w289496 w325231 w331534 w177163 w314686,1,0,1,0,0
827,w50127 w217871 w163419 w374012 w93366 w120502 w217871 w368918 w19283 w236731 w186076 w194870 w149925 w374393 w34893 w173688 w85858 w241910 w101837 w104858 w173688 w85858 w500056 w71392,0,0,1,0,0
828,w279522 w352852 w277627 w77842 w194870 w293558 w53573 w253354 w281031 w225739 w194870 w371196 w182664 w335583 w286461 w204762 w500017 w15393 w150422 w121255 w193800 w71240,1,0,0,0,0
829,w195317 w34893 w380347 w272605 w12685 w217871 w27013 w172717 w36882 w217871 w141432 w186076 w194870 w331946 w60036 w189113 w500044 w500619 w36882,0,1,1,0,0
830,w194870 w83749 w256553 w218713 w286461 w63426 w181937 w376233 w250138 w98699 w333024 w376233 w221983,0,0,0,1,1
831,w256897 w102045 w112319 w165609 w209530 w125403 w121255 w314686 w20297 w317736 w146845 w207614 w270233 w40082 w77840 w335611 w240417 w62532 w121255 w193800 w1867 w120979 w186076 w399290 w194870 w52572 w20297 w393660 w206393 w15393,1,0,1,0,0
832,w237465 w125056 w217871 w230090 w286461 w34893 w89538 w261297 w43656 w384021 w162756 w90685 w15393 w311583 w197783 w111248 w329571 w12685,1,0,1,0,0
833,w282514 w333024 w198149 w109047 w203093 w162025 w34893 w371640 w391937 w371076 w186076 w84933 w35857 w380494 w368487 w173688 w85858 w12685,0,0,1,0,0
834,w137669 w34893 w151135 w500112 w314919 w500113 w48576 w311583 w34893 w34234 w12622 w338476 w80220 w332345 w66980 w393975 w358149 w158353 w309016 w319711 w380494 w15393 w252835 w378065,1,0,1,0,0
835,w361433 w198528 w380494 w241910 w311583 w295346 w500145 w337551 w314686 w48576 w82325 w380347 w115724 w340693 w123032 w185790 w36882,0,1,1,0,0
836,w204762 w101681 w327385 w118603 w145577 w162756 w342007 w256905 w71369 w20434 w35857 w217871 w279437 w20894 w118355 w43656 w384021 w398213 w111939,1,0,0,0,0
837,w58536 w182664 w317736 w274618 w80179 w338476 w112319 w165609 w198149 w241910 w66980 w373517 w500070 w217871 w195317 w95358 w186076 w39222 w186076 w185000 w372126 w19054 w43656 w193800 w277040 w365489 w163007,1,0,1,0,0
838,w371004 w500024 w27013 w30571 w172251 w127717 w399554 w63426 w166407 w308768 w338476 w80220 w109047 w222757 w217871 w114650 w186648 w7643 w360226 w33992,0,1,1,0,0
839,w137669 w34893 w256214 w101837 w75404 w138132 w48576 w311583 w75959 w209361 w97882 w380494 w241910 w66980 w393975 w27013 w368487 w12685,0,1,1,0,0
840,w50127 w217871 w163419 w374012 w93366 w120502 w217871 w19283 w236731 w186076 w194870 w149925 w339655 w374393 w34893 w261297 w136665 w277040 w120979 w242257 w174229 w241910 w223408,0,1,1,0,0
841,w195317 w205904 w321998 w194870 w500052 w286461 w7718 w500025 w39302 w308799 w76280 w171593 w193067 w217871 w7678 w198528 w92187,0,0,1,0,0
